Word,both_hit,both_fa,both_h_fa,d_both,c_both,img,Bird2001,Bristol2006,Chiarello1999,Glasgow2018,Cortese,MRC,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Max_strength.perceptual,Max_strength.action,Max_strength.sensorimotor,Minkowski3.perceptual,Minkowski3.action,Minkowski3.sensorimotor,c.Bird,c.Bristol,c.Chiarello,c.Cortese,c.Glasgow,c.MRC,Frequency,Length.y,Body,Food,Object,Communication
STEAL,0.68,0.36,0.33,0.85,-0.06,3.8,4.86,NA,4.92857,4.546,3.8,4.48,1,0,1,0.882,0,3.294,1.211,3.421,2.158,0.789,1.211,3.294,3.421,3.421,3.375,3.783,4.523,0.477889437,NA,0.012135869,-0.70076407,-0.312816641,-0.317303941,1.115997744,-0.726464875,0.749597992,-0.791976449,-0.236775642,-0.671636707
STEALTH,0.84,0.37,0.47,1.34,-0.34,2.8,NA,NA,NA,3.781,2.8,NA,0.765,0,0.529,1.353,0,3.176,2.235,1.706,1.706,0.824,1.647,3.176,2.235,3.176,3.275,2.967,3.942,NA,NA,NA,-1.70076407,-1.077816641,NA,-0.314556672,0.025596493,0.981603411,-0.864551459,-0.417519591,-0.718912359
STEAM,0.73,0.23,0.5,1.36,0.07,5.6,NA,NA,6.60714,5.594,5.6,5.91,1.7,0.3,2.75,0.45,0.8,3.85,0.5,1.75,2.4,1.65,0.7,3.85,2.4,3.85,4.369,2.89,4.756,NA,NA,1.690705869,1.09923593,0.735183359,1.112696059,0.729749785,-0.766291284,-0.345041706,0.247895079,1.21051612,0.088411717
STEED,0.8,0.14,0.66,1.94,0.13,4.2,NA,NA,NA,NA,4.2,NA,2.333,0.056,2.278,0.556,1.667,3.444,2.357,2.714,2.214,0.571,0.643,3.444,2.714,3.444,4.125,3.541,4.857,NA,NA,NA,-0.30076407,NA,NA,-0.724915592,-0.992388279,0.762310589,0.024620895,0.988066377,0.06259961
STEEL,0.76,0.31,0.45,1.2,-0.11,5.8,NA,5.16,NA,5.794,5.8,5.34,0.947,0.053,3.105,0,0.368,3.842,0.25,2.7,1.9,0.25,0.25,3.842,2.7,3.842,4.441,2.985,4.851,NA,1.151193786,NA,1.29923593,0.935183359,0.542696059,0.719839257,-0.693320032,-0.385831445,-0.361827432,1.645755803,-0.941982939
STEEP,0.73,0.26,0.47,1.26,0.02,4.2,NA,4.61,NA,5.354,4.2,NA,0.333,0,2.111,2.222,0.167,4.222,3.25,2.35,2.05,1,1.65,4.222,3.25,4.222,4.574,3.945,5.396,NA,0.601193786,NA,-0.30076407,0.495183359,NA,-0.178675673,-0.772220781,2.387989808,-0.433034093,-0.388495204,-0.630553222
STEER,0.77,0.4,0.37,0.98,-0.24,5,NA,3.65,NA,4.382,5,NA,0.882,0.059,2.176,0.118,0.471,3.118,1.105,3.842,2.421,1,1.316,3.118,3.842,3.842,3.46,4.227,4.89,NA,-0.358806214,NA,0.49923593,-0.476816641,NA,0.205303476,-0.904128121,1.019297586,-0.288333607,0.349348002,-0.667154789
STEM,0.74,0.26,0.49,1.3,0.01,6.2,NA,4.21,NA,6.029,6.2,5.33,0.167,0.333,2.278,0.056,0.333,3.611,0.5,1.5,1.562,0.75,0.25,3.611,1.562,3.611,3.893,1.979,4.056,NA,0.201193786,NA,1.69923593,1.170183359,0.532696059,-0.115452518,-0.829594163,-0.67533853,-0.072393169,0.912925802,-1.309615575
STENCH,0.88,0.21,0.68,2,-0.18,3.3,NA,NA,NA,4.344,3.3,NA,0.294,0.118,0,0.118,4.941,0.294,0.7,0.7,3.3,0.95,0.9,4.941,3.3,4.941,4.942,3.368,5.416,NA,NA,NA,-1.20076407,-0.514816641,NA,-0.400252226,-0.417791481,-0.740359803,2.273509414,-0.610535889,-0.173397696
STEP,0.64,0.19,0.45,1.25,0.26,5.7,4.84,NA,NA,NA,5.7,4.83,1.3,0,2.45,1.6,0.05,3.05,4.619,0.905,0.952,0.238,0.952,3.05,4.619,4.619,3.669,4.658,5.318,0.457889437,NA,NA,1.19923593,NA,0.032696059,1.539140209,-0.713483028,1.57704868,-0.967963288,-0.101680629,-1.049198858
STEW,0.81,0.34,0.47,1.29,-0.23,5.7,4.69,NA,NA,NA,5.7,5.87,1.2,4.75,1.9,1.95,4.55,4.3,0.556,1.722,2.5,2.833,1.111,4.75,2.833,4.75,6.671,3.557,6.993,0.307889437,NA,NA,1.19923593,NA,1.072696059,0.2275478,-0.84236934,-0.094188321,5.524013612,0.65067967,0.182586777
STICK,0.74,0.2,0.54,1.48,0.1,5.9,NA,4.44,6.66667,6.061,5.9,5.17,0.5,0.111,2.722,0.056,0.111,4.111,0.95,3.4,1.95,0.55,0.75,4.111,3.4,4.111,4.478,3.638,5.167,NA,0.431193786,1.750235869,1.39923593,1.202183359,0.372696059,1.473155339,-0.810430563,0.295944922,-0.540376595,1.599066654,-0.972295546
STIFF,0.78,0.31,0.47,1.25,-0.14,3.7,NA,3.76,NA,4.156,3.7,NA,0.389,0.278,3.667,2.056,0.167,3.667,1.857,2.571,1.286,1.143,2.19,3.667,2.571,3.667,4.753,3.348,5.252,NA,-0.248806214,NA,-0.80076407,-0.702816641,NA,0.373247787,-0.56324076,2.155612833,0.099004496,-0.460432101,-1.430799368
STILL,0.62,0.29,0.33,0.87,0.13,2.8,NA,NA,NA,NA,2.8,3.45,1.882,0.059,1.647,2.059,0.176,2.588,3.25,3.15,2.95,1.9,2.95,2.588,3.25,3.25,3.338,4.984,5.44,NA,NA,NA,-1.70076407,NA,-1.347303941,1.859203011,-0.848015455,2.741630718,-0.639821205,-1.327966321,0.443793138
STILT,0.69,0.34,0.35,0.91,-0.05,4.3,NA,NA,NA,NA,4.3,NA,0.611,0.333,1.667,0.944,0.444,3.111,3.158,1.579,1.368,0.211,1.158,3.111,3.158,3.158,3.3,3.407,4.226,NA,NA,NA,-0.20076407,NA,NA,-1.814150332,-0.831357428,1.360800348,-0.348627311,-0.003701365,-1.092443195
STING,0.74,0.34,0.4,1.06,-0.12,5,NA,NA,6.17857,5.686,5,5.53,0.789,0.263,3.368,3.579,0.263,2.632,2.1,2.65,2.8,1.65,1.95,3.579,2.8,3.579,4.685,3.952,5.48,NA,NA,1.262135869,0.49923593,0.827183359,0.732696059,0.095538773,-0.908459264,2.33524914,0.232458648,-0.505571469,0.196250238
STINK,0.86,0.33,0.54,1.54,-0.33,3.9,NA,NA,NA,3.514,3.9,NA,0.188,0.188,0,1.312,4.5,0.375,1.053,0.895,3.579,1.474,0.632,4.5,3.579,4.5,4.538,3.713,5.249,NA,NA,NA,-0.60076407,-1.344816641,NA,0.678501037,-0.643504223,-0.553122977,2.179823688,-0.945418448,0.076093632
STINT,0.7,0.3,0.4,1.05,0,2.4,NA,NA,2.14286,NA,2.4,NA,0.409,0.045,0.136,0.5,0.045,0.955,1.087,1.565,1.696,0.87,1.304,0.955,1.696,1.696,1.022,2.344,2.407,NA,NA,-2.773574131,-2.10076407,NA,NA,-0.891158233,-0.706859316,-0.13118852,-0.747142045,-1.558894462,-1.273814808
STIR,0.76,0.22,0.54,1.47,0.03,4.5,NA,4.75,NA,5.441,4.5,NA,1.273,0,2.636,0.409,0.182,3.591,0.25,4.7,1.6,0.25,1.05,3.591,4.7,4.7,4.057,4.778,5.603,NA,0.741193786,NA,-0.00076407,0.582183359,NA,0.550033997,-0.709111808,0.92175216,-0.337868417,1.009652471,-0.979351331
STITCH,0.78,0.39,0.4,1.08,-0.25,5.3,NA,NA,NA,NA,5.3,NA,0.611,0,2.889,0.667,0.056,4,0.5,4,1.1,0.7,0.8,4,4,4,4.459,4.048,5.371,NA,NA,NA,0.79923593,NA,NA,0.304584379,-0.339251049,0.656499185,-0.267537145,1.510129917,-1.201557224
STOCK,0.72,0.37,0.35,0.91,-0.12,3.8,NA,3,NA,4.03,3.8,NA,0.895,0.211,1.211,0.105,0.263,3.211,0.833,2.222,3.611,1.167,0.944,3.211,3.611,3.611,3.29,3.938,4.59,NA,-1.008806214,NA,-0.70076407,-0.828816641,NA,0.670004259,-0.767641227,-0.138700142,-0.55944777,0.670212598,0.389915332
STOLE,0.74,0.22,0.52,1.41,0.06,3.6,NA,2.51,NA,NA,3.6,4.41,1.125,0,1.625,0.812,0,3.938,1.25,3.15,2.35,0.65,0.55,3.938,3.15,3.938,4.068,3.599,4.848,NA,-1.498806214,NA,-0.90076407,NA,-0.387303941,0.999527726,-0.810354739,0.454775412,-0.78562081,0.412135134,-0.481731248
STONE,0.68,0.17,0.51,1.43,0.24,6.6,NA,6.15,NA,6.5,6.6,5.85,0.722,0.389,3.556,0.278,0.056,4.111,1.333,2.952,1.095,0.381,0.19,4.111,2.952,4.111,4.861,3.089,5.246,NA,2.141193786,NA,2.09923593,1.641183359,1.052696059,1.1310025,-0.794999662,0.222806772,-0.263693863,1.674758499,-1.434379241
STOOD,0.59,0.22,0.37,1.01,0.28,4.3,3.75,NA,NA,NA,4.3,NA,0.765,0.059,1.529,1.588,0,3.529,4.143,0.476,1.333,0.19,1.571,3.529,4.143,4.143,3.732,4.263,5.059,-0.632110563,NA,NA,-0.20076407,NA,NA,0.915438137,-0.51037504,1.751365392,-0.974835897,-0.848588117,-1.199101598
STOOL,0.83,0.32,0.5,1.39,-0.24,6.1,NA,NA,NA,6.412,6.1,5.84,0.75,0.1,2.55,0.75,0.95,4,2.389,1.278,1.667,0.222,2.111,4,2.389,4,4.349,3.099,4.821,NA,NA,NA,1.59923593,1.553183359,1.042696059,0.023825385,-0.691358688,1.330613348,-0.219445554,0.634552101,-1.011529023
STOOP,0.8,0.4,0.4,1.09,-0.28,3.9,NA,NA,NA,NA,3.9,NA,0.389,0,0.889,0.722,0,3.389,2.444,0.889,1.944,0.444,1.944,3.389,2.444,3.389,3.422,3.111,4.124,NA,NA,NA,-0.60076407,NA,NA,-0.399672508,-0.83474788,0.971138702,-0.962218517,-0.236100267,-0.724163561
STOP,0.47,0.18,0.29,0.84,0.48,4.5,NA,NA,NA,4,4.5,4.52,2.188,0,0.875,1.125,0,3.562,2.81,2.619,2.762,2.524,2,3.562,2.81,3.562,3.866,4.402,5.23,NA,NA,NA,-0.00076407,-0.858816641,-0.277303941,1.93439549,-1.027246608,1.524793473,-0.727825678,-0.526312412,0.83319257
STORE,0.66,0.24,0.42,1.12,0.15,5.8,4.08,NA,NA,5.097,5.8,5.06,1.111,0.167,1.389,0.389,0.833,3.944,1.524,2,2.571,1,1.095,3.944,2.571,3.944,4.043,3.136,4.593,-0.302110563,NA,NA,1.29923593,0.238183359,0.262696059,1.369744744,-0.86716785,0.111686957,-0.347835675,0.85310922,-0.172290929
STORK,0.79,0.07,0.73,2.3,0.33,5.7,NA,NA,NA,NA,5.7,5.7,1.889,0,1.278,0,0.389,3.667,0.429,0.571,1.857,0.429,0.381,3.667,1.857,3.667,3.875,1.895,4.02,NA,NA,NA,1.19923593,NA,0.902696059,-0.497944622,-0.827965294,-1.096720342,-0.62291785,0.972862435,-0.188515058
STORM,0.68,0.15,0.53,1.5,0.27,6.2,NA,5.96,NA,6.429,6.2,5.87,4.053,0.158,0.947,1.211,1.474,4.211,1.316,0.947,2.632,0.263,1.053,4.211,2.632,4.211,5.278,2.825,5.535,NA,1.951193786,NA,1.69923593,1.570183359,1.072696059,0.998621846,-0.705420996,-0.214073295,-0.236036127,1.226053667,1.425653779
STOUT,0.85,0.26,0.59,1.67,-0.18,3.6,NA,3.16,NA,4.719,3.6,5.21,0.706,1.206,1.941,0.971,0.912,3.912,0.389,0.889,1.722,1.667,0.722,3.912,1.722,3.912,4.14,2.216,4.341,NA,-0.848806214,NA,-0.90076407,-0.139816641,0.412696059,-0.614467404,-0.72511741,-0.338505394,1.035282983,-0.227141653,-0.892859565
STOVE,0.69,0.15,0.54,1.52,0.27,6.9,NA,NA,NA,6.618,6.9,5.92,0.882,0.235,2.059,0.176,1.059,3.412,0.474,3.421,2.526,0.263,0.316,3.412,3.421,3.421,3.692,3.833,4.742,NA,NA,NA,2.39923593,1.759183359,1.122696059,0.555542463,-0.699872971,-0.17709796,-0.008178273,1.453174257,-0.637103451
STOW,0.68,0.15,0.52,1.48,0.28,2.3,NA,NA,3.57143,NA,2.3,NA,0.944,0.5,1.5,0.667,0.722,2.667,1.1,3.1,1.6,0.45,0.75,2.667,3.1,3.1,2.884,3.294,3.909,NA,NA,-1.345004131,-2.20076407,NA,NA,-0.692589833,-1.07100202,0.446334284,0.006858455,-0.492796553,-1.310582442
STRAIGHT,0.79,0.17,0.62,1.77,0.07,4.1,NA,NA,NA,NA,4.1,4.53,0.824,0,2.176,0.294,0,4.647,1.286,2.286,2.714,0.952,0.905,4.647,2.714,4.647,4.809,3.292,5.277,NA,NA,NA,-0.40076407,NA,-0.267303941,1.7383994,0.246302491,0.422654584,-0.69304369,0.843353673,-0.500608384
STRAIN,0.73,0.34,0.38,1,-0.1,3.7,NA,NA,NA,3.242,3.7,4.02,1.722,0.278,1.667,3.167,0.333,2.667,1.81,2.429,2,1.667,1.762,3.167,2.429,3.167,3.926,3.372,4.624,NA,NA,NA,-0.80076407,-1.616816641,-0.777303941,0.132355416,-0.600070802,1.504517665,-0.013469475,-0.852500148,0.151186307
STRAND,0.68,0.17,0.51,1.44,0.24,4.7,NA,3.56,NA,4.559,4.7,4.31,0,0.222,1.833,0.278,0.167,3.5,0.632,2.263,2.421,0.684,0.421,3.5,2.421,3.5,3.661,2.979,4.227,NA,-0.448806214,NA,0.19923593,-0.299816641,-0.487303941,-0.273962623,-0.421138412,-0.202632575,-0.344095181,0.902734023,-0.862757869
STRANGE,0.61,0.24,0.37,0.98,0.21,2.7,NA,NA,NA,3.382,2.7,3.78,2.105,0.947,0.947,2.789,1.105,2.684,1.1,1.6,3.25,1.45,0.9,2.789,3.25,3.25,3.766,3.518,4.594,NA,NA,NA,-1.80076407,-1.476816641,-1.017303941,1.452880379,-0.208719814,0.242287461,0.581423439,-1.223582353,0.463348784
STRAP,0.74,0.31,0.43,1.15,-0.07,5.5,NA,4.74,6.03704,6.029,5.5,NA,0.824,0.235,3,0.824,0.235,4.059,0.905,2.857,0.714,0.048,1.095,4.059,2.857,4.059,4.563,2.953,4.943,NA,0.731193786,1.120605869,0.99923593,1.170183359,NA,0.472493797,-0.524178283,0.793467596,-0.205807901,0.573192397,-1.865162552
STRAW,0.68,0.2,0.48,1.31,0.18,6.5,NA,NA,NA,6.303,6.5,5.68,0.7,0.65,3.1,0.1,0.75,3.55,0.158,1.632,1.632,2.737,0.053,3.55,2.737,3.55,4.228,3.079,4.714,NA,NA,NA,1.99923593,1.444183359,0.882696059,0.525635329,-0.609780209,-0.868953775,0.993889995,1.176396683,-0.611287322
STRAY,0.71,0.27,0.44,1.16,0.03,4,NA,2.38,NA,3.515,4,NA,0.667,0.278,0.611,0.444,0.444,2.333,2.2,1.5,2.7,0.9,0.8,2.333,2.7,2.7,2.377,3.269,3.644,NA,-1.628806214,NA,-0.50076407,-1.343816641,NA,0.09142192,-0.739201278,0.291783663,-0.570636398,-0.968968954,-0.707912716
STREAK,0.81,0.22,0.59,1.65,-0.06,4.2,NA,3.63,NA,4.571,4.2,NA,0.737,0.316,0.526,0.579,0.211,3.053,1.136,1.409,1.545,0.5,0.591,3.053,1.545,3.053,3.08,2.024,3.348,NA,-0.378806214,NA,-0.30076407,-0.287816641,NA,0.188367112,-0.415494135,-0.532827791,-0.628423277,-0.035577656,-1.142728348
STREAM,0.83,0.29,0.54,1.5,-0.2,6.4,NA,5.8,NA,6.471,6.4,NA,3.333,1.167,2.667,1.222,1.333,4.111,1.85,1.65,2.55,0.95,0.9,4.111,2.55,4.111,5.082,3.072,5.432,NA,1.791193786,NA,1.89923593,1.612183359,NA,0.449730628,-0.504133661,0.415793522,0.642770176,1.252689205,0.765563849
STREET,0.63,0.1,0.53,1.6,0.46,6.3,NA,NA,6.71429,6,6.3,5.77,1.529,0,1.941,0.412,0.706,4.118,2.7,0.95,2.4,0.5,0.75,4.118,2.7,4.118,4.329,3.268,4.878,NA,NA,1.797855869,1.79923593,1.141183359,0.972696059,1.815998747,-0.295418487,0.234533199,-0.690700998,0.992506168,-0.26358192
STRENGTH,0.74,0.19,0.55,1.54,0.12,3.4,NA,NA,NA,4.758,3.4,4.7,0.773,0,1.545,3.773,0.045,3.227,4.111,4.278,2.778,1.333,3.611,3.773,4.278,4.278,4.506,6.024,6.769,NA,NA,NA,-1.10076407,-0.100816641,-0.097303941,0.857414445,0.395035828,4.49978377,-0.498749962,-0.638020345,0.449207438
STRESS,0.79,0.17,0.62,1.77,0.06,3.4,4.29,NA,NA,4.531,3.4,NA,1.176,0,0.647,4.529,0.059,1.765,1.632,1.737,3.474,2.526,1.947,4.529,3.474,4.529,4.647,4.217,5.597,-0.092110563,NA,NA,-1.10076407,-0.327816641,NA,0.542126579,-0.379588588,1.724443908,0.058357197,-1.803453121,1.500928145
STRETCH,0.86,0.37,0.49,1.4,-0.38,4.5,NA,4.2,NA,4.75,4.5,NA,0.389,0.278,1.778,2.833,0.278,2.278,3.211,3.842,1,0.842,2.737,2.833,3.842,3.842,3.428,4.819,5.339,NA,0.191193786,NA,-0.00076407,-0.108816641,NA,0.674829928,0.0035224,3.113471669,-0.15264854,-0.955734867,-1.308446491
STRICT,0.59,0.14,0.45,1.31,0.44,2.7,NA,3,NA,3.281,2.7,3.83,2.75,0.375,0.625,1.25,0.375,2.5,0.75,1.2,2.35,2.15,0.8,2.75,2.35,2.75,3.383,2.946,4.006,NA,-1.008806214,NA,-1.80076407,-1.577816641,-0.967303941,0.463583496,-0.476694858,-0.391968827,-0.045191512,-0.932928598,0.557174277
STRIDE,0.79,0.38,0.41,1.12,-0.26,4.2,NA,NA,5.07143,4.5,4.2,4.62,0.35,0,0.5,1,0,2.45,4,0.95,0.55,0.2,0.8,2.45,4,4,2.513,4.032,4.334,NA,NA,0.154995869,-0.30076407,-0.358816641,-0.177303941,-0.085190019,-0.456270139,1.032591707,-1.026190397,-0.712171063,-1.587947409
STRIFE,0.64,0.27,0.37,0.97,0.12,2.7,NA,2.34,NA,3.394,2.7,NA,0.929,0.214,0.429,1.714,0.357,1.929,0.412,0.471,2,0.941,0.353,1.929,2,2,2.36,2.084,2.81,NA,-1.668806214,NA,-1.80076407,-1.464816641,NA,-0.761442536,-0.596945936,-0.97185422,-0.32559305,-1.137395871,-0.638825823
STRIKE,0.71,0.31,0.4,1.04,-0.04,4.6,4.94,NA,NA,5.147,4.6,NA,1.944,0.222,1.833,1.833,0.222,2.833,1.65,3.35,1.65,1,1.05,2.833,3.35,3.35,3.488,3.653,4.501,0.557889437,NA,NA,0.09923593,0.288183359,NA,1.025408094,-0.499047188,1.042258222,-0.409006785,-0.705073243,-0.683649516
STRING,0.71,0.26,0.45,1.2,0.06,6.2,NA,6.2,NA,6.143,6.2,5.56,0.4,0.133,3.133,0.2,0.133,3.4,0.684,3.316,1.895,0.684,0.737,3.4,3.316,3.4,4.124,3.538,4.855,NA,2.191193786,NA,1.69923593,1.284183359,0.762696059,0.70538099,-0.628466672,0.349145774,-0.280618176,1.300466829,-1.113312935
STRIP,0.74,0.22,0.52,1.42,0.07,4.8,NA,4.64,NA,4.849,4.8,NA,0.55,0.7,1.65,0.6,0.45,3.4,2.263,3.684,1.579,0.105,2.684,3.4,3.684,3.684,3.547,4.395,5.059,NA,0.631193786,NA,0.29923593,-0.009816641,NA,0.468178833,-0.469523996,2.029730221,-0.31218758,0.345351709,-1.270909825
STRIPE,0.82,0.26,0.55,1.54,-0.13,6,NA,NA,NA,NA,6,5.62,0.333,0,0.556,0.111,0,4.333,1,1.45,1.75,0.6,1,4.333,1.75,4.333,4.337,2.198,4.518,NA,NA,NA,1.49923593,NA,0.822696059,-0.075299069,-0.590659968,-0.147200834,-0.74064832,1.105865328,-0.645933586
STRIVE,0.8,0.4,0.4,1.09,-0.28,3.1,NA,NA,3.78571,NA,3.1,NA,1.2,0.067,0.133,2.667,0.067,2.067,1.7,1.7,2.3,1.6,1.1,2.667,2.3,2.667,3.091,3.015,3.847,NA,NA,-1.130724131,-1.40076407,NA,NA,-0.395369238,-0.581434947,0.830392905,-0.394881389,-1.903515568,-0.077525282
STRODE,0.58,0.22,0.36,0.99,0.29,2.8,NA,3.1,NA,NA,2.8,NA,1.417,0.417,1.5,1.75,0.417,2.75,3.611,0.944,0.833,0.167,1.167,2.75,3.611,3.611,3.192,3.687,4.355,NA,-0.908806214,NA,-1.70076407,NA,NA,-1.263662817,-0.723690696,1.551902192,-0.370425176,-1.229616614,-1.253703204
STROKE,0.85,0.38,0.47,1.33,-0.36,4.5,4.59,3.9,NA,5.143,4.5,4.81,0.588,0,1.706,3,0,2.471,0.947,3.368,2.579,1.579,1.368,3,3.368,3.368,3.615,3.973,4.791,0.207889437,-0.108806214,NA,-0.00076407,0.284183359,0.012696059,0.244050207,-0.564128451,1.274652431,-0.221203255,-0.631977065,-0.029484467
STROLL,0.7,0.35,0.35,0.91,-0.07,4.5,NA,3.84,NA,4.971,4.5,NA,1.111,0.056,1.278,1.778,0.389,3.444,3.85,1.2,1.25,0.25,0.7,3.444,3.85,3.85,3.684,3.939,4.807,NA,-0.168806214,NA,-0.00076407,0.112183359,NA,0.023296718,-0.449968931,1.23294474,-0.743452356,-0.072516692,-0.802443219
STRONG,0.61,0.24,0.37,0.99,0.22,4,NA,NA,NA,5.086,4,4.63,1.421,0.632,2.684,2.368,0.368,2.947,4,4.381,2.476,1.19,3.81,2.947,4.381,4.381,3.945,6.039,6.555,NA,NA,NA,-0.50076407,0.227183359,-0.167303941,1.378200577,-0.312301876,4.351693066,-0.060946795,-0.872972525,-0.199560308
STRUCK,0.68,0.35,0.33,0.85,-0.04,3.8,NA,3.34,NA,NA,3.8,NA,2.5,0,3.222,1.889,0.056,3.611,2.15,3.9,1.6,0.85,0.9,3.611,3.9,3.9,4.686,4.211,5.621,NA,-0.668806214,NA,-0.70076407,NA,NA,0.568201833,-0.487481242,1.736128479,-0.517191824,0.306750918,-0.309472406
STRUNG,0.64,0.37,0.27,0.68,-0.02,2.8,NA,3.04,NA,NA,2.8,NA,0.529,0,1.647,0.353,0,2.647,0.19,2.476,1.381,0.286,0.19,2.647,2.476,2.647,2.852,2.614,3.45,NA,-0.968806214,NA,-1.70076407,NA,NA,-0.010147252,-0.540885576,-0.485732902,-0.605257824,-0.149682971,-1.759355572
STRUT,0.81,0.24,0.57,1.59,-0.09,4,NA,NA,NA,NA,4,4.37,0.294,0,0,0.412,0,3.235,3.211,1.316,1.053,0.316,1.105,3.235,3.211,3.235,3.238,3.36,4.158,NA,NA,NA,-0.50076407,NA,-0.427303941,-0.627277985,-0.648954738,0.765918461,-1.124207464,-0.194627329,-1.230135895
STUB,0.8,0.34,0.45,1.23,-0.21,4.5,NA,NA,NA,NA,4.5,4.95,0.353,0.176,1.824,0.588,0.176,3,2.905,1.333,1.19,0.524,0.381,3,2.905,3,3.218,3.064,3.96,NA,NA,NA,-0.00076407,NA,0.152696059,-0.748747829,-0.895600475,0.50963644,-0.62704762,0.085059913,-1.40524969
STUCK,0.58,0.29,0.28,0.73,0.18,3.2,NA,3.51,NA,4.088,3.2,NA,1.333,0,2.444,2.5,0,3.778,1.737,2.158,2.316,1.211,1.316,3.778,2.316,3.778,4.423,3.167,4.909,NA,-0.498806214,NA,-1.30076407,-0.770816641,NA,1.300164522,-0.805354299,1.243639726,-0.465498123,-0.443348176,-0.263607201
STUD,0.83,0.34,0.49,1.36,-0.27,4.9,NA,NA,NA,NA,4.9,NA,1.133,0.333,2.2,0.6,0.467,4.267,0.294,1.118,2.059,0.353,0.412,4.267,2.059,4.267,4.484,2.173,4.648,NA,NA,NA,0.39923593,NA,NA,0.115601468,-0.891452466,-0.68909665,-0.198374235,1.135804558,-0.449681082
STUFF,0.74,0.17,0.57,1.6,0.15,3.6,3.05,NA,NA,NA,3.6,NA,1.421,1,2.579,0.842,1.632,3.421,1.222,2.278,2.167,1.5,1.111,3.421,2.278,3.421,4.041,3.057,4.556,-1.332110563,NA,NA,-0.90076407,NA,NA,1.601026964,-0.659158136,0.069572124,0.859486206,0.474211448,-0.655857371
STUMP,0.78,0.35,0.43,1.16,-0.2,5.8,NA,NA,NA,NA,5.8,4.9,0.353,0.176,1.706,0.294,0.471,2.941,1.429,1.238,1.952,0.905,0.381,2.941,1.952,2.941,3.127,2.354,3.521,NA,NA,NA,1.29923593,NA,0.102696059,-0.134619339,-0.621947838,-0.371284555,-0.33181231,0.234388309,-1.116256129
STUNG,0.66,0.19,0.47,1.3,0.23,4.4,NA,NA,NA,NA,4.4,NA,0.778,0.222,2.861,2.833,0.25,2.278,1.8,2.05,1.85,1.8,1.75,2.861,2.05,2.861,3.882,3.174,4.489,NA,NA,NA,-0.10076407,NA,NA,-0.199818567,-0.782439377,1.781589167,0.260878054,-1.43506995,-0.760446478
STUNT,0.72,0.39,0.33,0.87,-0.16,3.7,NA,NA,NA,NA,3.7,4.29,2.389,0.167,0.444,1,0.111,4,3.211,3.211,2.526,0.737,2.842,4,3.211,4,4.286,4.728,5.692,NA,NA,NA,-0.80076407,NA,-0.507303941,-0.074580521,-0.764269337,2.408576952,-1.04779648,0.469524605,0.88467122
STYLE,0.63,0.16,0.47,1.33,0.34,3.3,3.4,3.99,NA,4.257,3.3,4.16,1.158,0.789,0.789,0.421,0.316,4.053,1.421,1.526,2.474,1.105,1.737,4.053,2.474,4.053,4.106,3.042,4.6,-0.982110563,-0.018806214,NA,-1.20076407,-0.601816641,-0.637303941,1.002906794,-0.528408551,0.248220615,-0.241974145,0.456705606,-0.091885913
SUAVE,0.92,0.12,0.79,2.55,-0.11,2.9,NA,NA,NA,NA,2.9,NA,1.389,0,0,0.444,0.111,2.611,0.8,1.6,3.2,2.9,0.85,2.611,3.2,3.2,2.74,3.966,4.361,NA,NA,NA,-1.60076407,NA,NA,-0.831573034,-0.922776707,-0.13122212,-0.198673041,-0.7718929,1.009985449
SUCH,0.36,0.12,0.24,0.82,0.77,1.7,NA,NA,NA,NA,1.7,2.19,1.812,0.188,0.125,0.75,0.188,0.5,0.15,0.35,2.05,0.3,0.3,1.812,2.05,2.05,1.868,2.058,2.479,NA,NA,NA,-2.80076407,NA,-2.607303941,1.822169124,-0.657733253,-1.71076922,-0.854493778,-2.125098922,-1.109798943
SUCK,0.81,0.07,0.75,2.38,0.3,4.4,5.19,NA,NA,NA,4.4,NA,2.56,1.72,2.52,2.48,0.48,2.4,0.143,0.333,1.381,4.81,0.143,2.56,4.81,4.81,4.063,4.848,5.656,0.807889437,NA,NA,-0.10076407,NA,NA,0.626740786,-1.41625851,-0.740730762,2.159768199,-1.180932795,0.946945912
SUDS,0.83,0.07,0.76,2.44,0.26,5.8,NA,NA,NA,NA,5.8,5.65,0.765,0.294,3.706,0.235,0.824,4.471,1.5,2.95,2.2,0.85,1.45,4.471,2.95,4.471,5.208,3.513,5.694,NA,NA,NA,1.29923593,NA,0.852696059,-1.189442597,-1.116447453,1.344817828,0.276566981,1.871313802,-0.389990438
SUE,0.78,0.09,0.69,2.12,0.31,3.6,NA,NA,NA,NA,3.6,4.49,2.368,0,0,0.474,0,2.053,0.2,0.95,3.25,2,0.15,2.368,3.25,3.25,2.804,3.509,4.026,NA,NA,NA,-0.90076407,NA,-0.307303941,0.606073898,-1.390004713,-1.298908786,-0.649893453,-0.966302926,1.063661693
